Chapter,Theme,문제 번호,분류 이유
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2025.11.06","'경영 혁신 기법' 중 조직의 효율성을 높이기 위해 부서 통합, 직무 체계 축소 등을 하는 '다운사이징'에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2025.09.02","'경영 혁신 기법' 중 선진 기업의 성공 요인을 분석하여 자사에 적용하는 '벤치마킹' 사례를 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2025.09.06","기업의 부문별 활동 중 급여 계산, 4대 보험 관리 등 '인적 자원 관리'의 세부 능력 단위를 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2024.11.11","기업의 특정 업무를 외부 전문 업체에 위탁하는 '아웃소싱' 기법에 대해 묻고 있으므로, '경영 혁신'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2024.09.03","설문 결과를 통해 개선이 시급한 관리 활동(재무 관리, 생산 관리, 회계 정보 관리, 인적 자원 관리)을 파악하는 문제로, '기업의 부문별 활동'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2024.06.02","'경영 혁신 기법' 중 여러 기업이 상호 협력 관계를 형성하여 경쟁 우위를 확보하는 '전략적 제휴'에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2024.06.03","재무제표 작성, 계정 과목별 명세서 작성 등 '회계 정보 관리' 부문의 업무를 묻는 문제이므로, '기업의 부문별 활동'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2023.11.03","공장 자동화, 효율적 설비 배치, 품질 관리 등 '생산 관리' 부문의 업무를 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2023.11.16","경영 환경 악화에 대응하여 인력 축소, 부서 통폐합 등을 실시하는 '다운사이징' 기법에 대해 묻고 있으므로, '경영 혁신'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2023.09.13","신사업 진출을 위해 다른 업체를 인수·합병(M&A)하는 것은 사업 재구축의 일환으로 '리스트럭처링'에 해당하므로, '경영 혁신'을 다루는 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2022.11.06","다른 성공 사례를 비교·분석하여 장점을 활용하는 '벤치마킹' 기법에 대해 묻고 있으므로, '경영 혁신'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2022.11.16","재고 파악, 장부 작성 등 '회계 정보 관리' 부문의 활동을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2022.06.06","제품 불량률을 획기적으로 낮추기 위해 도입하는 품질 관리 기법인 '6시그마'에 대해 묻고 있으므로, '경영 혁신'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2021.11.11","직원의 교육 훈련과 보상 관리를 담당하는 '인적 자원 관리' 부문에 대해 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2021.09.02","신규 인력 채용, 교육 훈련, 복리 후생 등 '인적 자원 관리' 부문의 업무를 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2021.06.03","기업의 특정 업무(고객 상담)를 외부 전문 기업에 위탁하는 '아웃소싱' 기법에 대해 묻고 있으므로, '경영 혁신'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 3: 기업의 부문별 활동과 경영 혁신","2021.06.19","'6시그마' 기법을 활용한 문제 해결 및 개발 역량 강화 교육을 다루고 있으며, 이는 '생산 관리'(품질 관리)의 일부이므로 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2026.06.09","기업의 내·외부 환경을 분석하여 전략을 수립하는 'SWOT 분석' 기법에 대해 묻고 있으므로, '마케팅 전략'을 다루는 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2025.11.07","마케팅 전략 수립 과정(STP 전략, 4P 믹스 전략) 전반에 대한 이해를 묻는 문제이므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2025.11.11","1인 가구 증가, 식생활 가치관 변화 등 기업의 경영 활동에 영향을 미치는 '사회·문화적 환경'에 대해 묻고 있으며, 이는 마케팅 환경 분석의 일부이므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2025.09.07","고객 정보를 활용하여 맞춤형 서비스를 제공하고, 고객과의 관계를 강화하는 '고객 관계 관리(CRM)' 기법을 묻고 있으므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2025.09.13","'SWOT 분석'을 바탕으로 '마케팅 믹스(4P) 전략'을 수립하고, 이를 해외 시장 진출 전략(국제 프랜차이징)과 연계하는 문제이므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2025.06.18","시장 세분화, 표적 시장 선정(Targeting), 포지셔닝(Positioning)으로 이어지는 'STP 전략'과 유통, 촉진 등 '마케팅 믹스(4P) 전략'을 묻고 있으므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2024.11.06","점두 광고, 단수 가격 정책, 판매 촉진(스탬프 쿠폰) 등 '마케팅 믹스(4P)'의 요소를 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2024.11.07","고객 정보를 시스템에 등록하여 맞춤형 문자 서비스를 제공하는 '고객 관계 관리(CRM)'를 묻고 있으므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2024.09.10","시장 세분화, 표적 시장 선정, 포지셔닝 등 'STP 전략'과 홍보 등 '마케팅 믹스(4P)' 전략 수립 과정을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2024.06.18","오프라인 및 온라인 판매(유통), 심리적 가격 정책(가격), 보도자료 배포(촉진) 등 '마케팅 믹스(4P)' 전략을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2023.11.04","마케팅 전략 수립 과정인 '3C 분석, STP 전략, 마케팅 믹스(4P) 전략'에 대한 종합적인 이해를 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2023.11.08","고객의 구매 내역을 분석하여 맞춤형 상품을 추천하는 '고객 관계 관리(CRM)' 시스템을 묻는 문제이므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2023.09.10","고객에게 더 비싼 상위 모델을 추천하는 '업셀링'과 관련 소모품을 함께 판매하는 '크로스 셀링' 기법을 묻고 있어 '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2023.09.16","'마케팅 믹스(4P)' 요소 중 제품, 가격, 유통, 촉진의 개선 방안을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2023.06.12","편의점의 해외 진출 시 제품, 유통, 촉진 등 '마케팅 믹스(4P)' 전략 수립에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2022.09.07","'마케팅 목표 설정' 및 '실행 계획 수립' 등 NCS 직무 내용을 통해 '마케팅 관리' 활동을 묻고 있으므로 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2022.09.09","경쟁 제품과 차별화되는 '포지셔닝' 전략과 기업 이미지 제고를 위한 'PR(홍보)' 활동을 묻고 있으므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2021.11.13","마케팅 환경 분석을 바탕으로 'STP 전략'과 '마케팅 믹스'를 수립하는 과정을 묻고 있으므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2021.09.07","고객 데이터를 활용하여 맞춤형 서비스를 제공하고 충성도를 높이는 '고객 관계 관리(CRM)' 기법에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2021.06.10","'STP 전략'(세분화, 포지셔닝)과 '마케팅 믹스'(촉진, 가격)를 결합하여 분석하는 문제이므로, '마케팅' 테마에 해당합니다."
Chapter 02: 기업 활동,"Theme 4: 마케팅","2021.06.13","기업의 사회봉사 활동, 기부 사례 등을 언론에 보도하여 기업의 긍정적 평판을 구축하는 '홍보(PR)' 활동에 대해 묻고 있으므로, 마케팅의 '촉진' 전략에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2026.06.12","물가 안정을 위한 한국은행의 기준금리 조정 및 '공개 시장 운영' 수단(통화안정증권 발행)을 묻고 있으므로, '한국은행의 통화 정책'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2025.11.09","한국은행의 주요 업무인 '지급 결제 제도 운영'과 통화 정책 수단인 '일중 당좌 대출'에 대해 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2025.09.01","시중 은행이 한국은행에 예금의 일정 비율을 의무적으로 예치하는 '지급 준비 제도'에 대해 묻고 있으므로, '한국은행의 통화 정책 수단'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2025.09.04","시중 화폐량 증가(인플레이션) 상황에서 한국은행이 시행할 수 있는 '공개 시장 운영' 정책(국채 매각, 통화안정증권 발행)을 묻고 있으므로, '한국은행의 통화 정책'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2025.06.15","물가 안정을 위해 긴축적인 통화 정책(RP 매각, 통화안정계정 예치 확대)을 시행하는 사례를 통해 한국은행의 '통화 정책'을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2024.11.14","한국은행이 시중 유동성 조절을 위해 발행하는 '통화안정증권'은 '공개 시장 운영' 수단 중 하나이므로, '한국은행의 통화 정책'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2024.09.18","한국과 미국의 '기준금리' 변동에 따른 경제 현상(대출금리, 물가, 투자, 자금 이동)을 묻는 문제이므로, '한국은행의 통화 정책'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2023.11.14","'간접 금융 시장'과 '직접 금융 시장'의 개념을 구분하고, 한국은행이 시행하는 '환매조건부증권(RP) 매매'가 간접 금융 시장에서 이루어지는 통화 정책임을 묻고 있으므로, '금융 시장의 종류와 한국은행' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2023.06.19","시중 통화량 증가(물가 상승) 상황에서 한국은행이 취할 수 있는 긴축 통화 정책(국채 매각, 지급준비율 인상)을 묻는 문제이므로, '한국은행의 통화 정책'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2022.06.03","시중 통화량 조절을 위해 한국은행이 활용하는 '지급 준비 제도'에 대해 묻고 있으므로, '한국은행의 통화 정책' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2021.11.16","경기 침체 시 한국은행이 시중에 유동성을 공급하기 위해 사용하는 '공개 시장 운영'(통화안정증권 매입) 정책을 묻고 있으므로, '한국은행의 통화 정책'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2021.09.08","한국은행이 '물가 안정 목표' 달성을 위해 소비자물가 상승률에 따라 통화 신용 정책을 운영하는 사례를 묻고 있으므로, '한국은행의 통화 정책' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 1: 금융 시장의 종류와 한국은행","2021.06.08","경기 위기 극복을 위해 한국은행이 유동성을 공급하는 '양적 완화' 정책 사례를 통해 동일한 효과를 내는 통화 정책(지급준비율 인하, 통화안정증권 매입)을 묻고 있으므로, '한국은행의 통화 정책'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2026.06.03","국민건강보험, 국민연금 등 국가가 운영하는 '사회 보험(공영 보험)'의 특징을 묻고 있으므로, '보험의 종류'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2026.06.18","생명 보험과 보증 보험 사례에서 보험 계약자, 피보험자, 보험 수익자 등 '보험 관련 당사자'의 역할과 의무를 묻고 있으므로, '보험 업무' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2025.09.12","예금, 주식, 채권 등 다양한 금융 상품의 특징과 '예금자 보호 제도'의 적용 여부를 묻고 있으므로, '은행 및 보험 업무' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2025.06.03","화재 보험 사례를 통해 일부 보험, 피보험자, 보험 계약자, 보험 금액 등 '보험'의 기본 개념을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2024.11.01","은행이 지방세(재산세) 납부를 대행해주는 '수납 대리 업무'에 대해 묻고 있으므로, '일반 은행 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2024.06.05","'예금자보호법'에 의해 보호받는 금융 상품(정기예금, 저축예금)과 보호받지 못하는 금융 상품(금융채, 우체국예금)을 구분하여 보호 한도액을 계산하는 문제이므로, '은행 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2024.06.15","화재 보험 사례를 통해 손해보험, 보험수익자, 고지의무, 비례보상 등 '보험' 관련 용어와 원칙을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2023.11.05","손해보험 사례(선박보험, 화재보험)를 통해 분손, 신협회적화약관, 비례보상 원칙, 피보험이익 등 '보험'의 세부 내용을 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2023.09.11","은행이 수행하는 업무 중 '보험 상품 판매 대행(방카슈랑스)', '유가증권 보관(보호예수)', '자산 관리(신탁)' 업무를 구분하는 문제이므로, '일반 은행 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2023.06.03","해외 경제 협력 및 투자에 필요한 금융을 제공하는 '특수 은행'인 '한국수출입은행'에 대해 묻고 있으므로, '특수 은행'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2023.06.04","손해보험, 전부보험, 일부보험, 보험자, 보험계약자 등 '보험'의 종류와 관련 용어를 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2022.11.07","직원의 불법 행위로 인한 회사의 손해를 보상하는 '신원 보증 보험'의 계약 당사자와 특징을 묻고 있으므로, '보험 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2022.09.05","생명 보험의 당사자인 보험자, 보험 계약자, 보험 수익자의 역할과 의무를 묻는 문제이므로, '보험 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2022.09.18","입출금이 자유로운 요구불예금(보통예금)과 저축성예금(정기예금, 정기적금)을 구분하는 문제로, '은행 업무'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2022.06.09","인(人)보험과 물(物)보험, 보험 당사자, 비례보상 원칙 등 '보험'의 종류와 기본 원리를 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2021.11.02","'사회 보험'인 고용보험과 산재보험의 공통점(사회 정책 목적, 인(人)보험)을 묻는 문제이므로, '보험'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2021.09.09","'사회 보험'인 노인장기요양보험과 고용보험의 특징을 비교하는 문제이므로, '보험'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 2: 은행 업무와 보험 업무","2021.06.04","화재 보험 사례를 통해 '일부 보험'과 '비례 보상' 원칙을 적용하여 보험금을 계산하는 문제이므로, '보험'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2026.06.11","코스닥(KOSDAQ) 시장에서 유상 증자, 자사주 매도, 주식 배당 등을 통해 자금을 조달하는 방법을 묻고 있으므로, '주식 발행 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2026.06.15","주식 유통 시장의 매매 체결 원칙('가격 우선', '시간 우선')을 적용하여 거래 결과를 분석하는 문제이므로, '주식 거래 원칙'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2025.11.14","주식 시세표(고가, 저가, 상한가)를 분석하고, 양도성예금증서(CD), 정기예금 등 여러 '증권 및 금융 상품'의 특징을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2025.09.09","신규 발행 증권이 거래되는 '발행 시장'과 이미 발행된 증권이 매매되는 '유통 시장'을 구분하는 문제이므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2025.09.10","자본 조달 목적으로 발행되는 '주식'과 지급 수단으로 사용되는 '가계 수표'의 특징을 비교하는 문제이므로, '주식과 채권(지급 수단과의 비교)'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2025.06.13","자금 조달 방식 중 보통주 발행(유상증자), 회사채 발행을 통해 '자본 시장'에서 자금을 조달하는 사례를 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2025.06.16","KOSPI, KOSDAQ 등 '주식 유통 시장'의 특징과 시가, 종가, 전일비 등 '주식 시세' 용어를 이해하는지 묻는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2024.11.04","기업공개(IPO), 재무제표 분석, 주식 가격 분석 등 코스닥 상장 기업 입사를 위한 준비 활동을 묻고 있어 '증권 시장' 및 '증권'에 대한 이해가 필요하므로 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2024.11.13","은행 대출, 유상증자(주식 발행), 회사채 발행 등 다양한 '자금 조달' 방법을 비교하고, 직접/간접 금융, 자기/타인 자본으로 구분하는 문제이므로, '증권 업무'에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2024.09.12","자금 조달 방식을 회사채 발행(타인자본)에서 유상증자(자기자본)로 변경하는 사례를 통해 '자본 조달' 방식을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2024.09.14","'주식 유통 시장'(코스피, 코스닥)의 지수와 주가 정보(일봉, 시가, 종가 등)를 해석하는 문제이므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2024.06.10","유가증권시장에서의 '주식 매매 체결 원칙'(가격 우선, 시간 우선)과 경쟁 매매 방식인 '경매매'에 대해 묻고 있으므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2023.11.15","장기 금융 시장에서 기업 공개(IPO)를 통해 발행되며 출자 지분을 표시하는 증권인 '보통주'의 특징을 묻고 있으므로, '주식'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2023.09.12","유상증자, 회사채 발행, 은행 대출 등 기업의 '자금 조달' 방안을 직접/간접 금융 및 자기/타인 자본으로 구분하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2023.06.13","주식 매수, 회사채 매수, 공모주 청약 등 '증권 시장'(발행시장, 유통시장)에서의 투자 활동을 분석하는 문제이므로, '증권 업무' 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2022.11.03","기업공개(IPO)를 통해 '발행 시장'에서 자금을 조달하는 사례를 통해 직접 금융과 자본 증권의 특징을 묻고 있으므로, '증권 시장'과 '주식'을 다루는 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2022.11.13","'주식 시세표'의 용어(시가, 고가, 저가, 종가, 상한가)를 이해하고 분석하는 문제이므로, '주식 유통 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2022.09.12","선풍기 공장 증설을 위한 '회사채' 발행과 운영 자금 조달을 위한 '전환사채' 발행 등 채권의 종류와 특징을 묻고 있으므로, '채권'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2022.06.05","보통예금, 정기적금, 주식, 채권 등 다양한 '금융 상품'의 특징과 비중 조절을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2022.06.15","'증권 시장'의 종류인 유가증권 시장, 코스닥 시장, K-OTC 시장의 특징을 비교하는 문제이므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2021.11.09","코스피 '주식 시세표'를 분석하고, 자사주 장내 처분(유통 시장), 유상증자(발행 시장) 등 '증권 시장'을 통한 자금 조달 방법을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2021.09.03","'유통 시장'(코스닥)과 '발행 시장'에서 자금을 조달하는 사례를 통해 각 증권 시장의 특징을 묻고 있으므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 3: 증권 업무","2021.06.06","코스피, 코스닥 등 '주식 유통 시장'의 주가 정보를 해석하는 문제이므로, '증권 시장'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2026.06.07","원/달러, 원/엔 환율 변동 그래프를 분석하고, '환율 변동'이 수출 상품의 가격 경쟁력과 환전액에 미치는 영향을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2025.11.13","국제수지표 항목 중 무상 이전, 비생산·비금융자산의 취득 및 처분 등을 기록하는 '자본 수지'에 대해 묻고 있으므로, '국제 수지'를 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2025.09.05","외환 시장의 수요·공급 곡선 이동에 따른 '환율 변동'의 원인과 그 경제적 영향(수출입, 외채 상환 부담)을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2025.09.20","주어진 자료를 바탕으로 '국제 수지표'의 경상수지, 자본수지, 금융계정 항목별 월간 변동액을 계산하고 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2025.06.14","미 달러화 대비 각국 통화 가치 변동률을 통해 '환율 변동'을 유발하는 요인(수입액, 해외 투자, 경비 지출 등)을 묻고 있으므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2024.11.10","미 달러화의 수요와 공급 변화에 따른 '환율 변동'의 원인을 묻는 문제이므로, '환율'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2024.11.17","주어진 대외 거래 내역을 '국제 수지표'의 상품수지, 본원소득수지, 서비스수지, 자본수지 항목에 반영하여 분석하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2024.06.16","'국제 수지'의 구성 요소인 상품수지, 서비스수지, 본원소득수지, 이전소득수지, 자본수지 등의 거래 사례를 구분하는 문제이므로, 해당 테마에 속합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2024.06.17","'환율'의 종류인 현찰 매매율, 송금 환율 등 대고객 환율을 적용하여 환전 및 송금 금액을 계산하는 문제이므로, '환율'을 다루는 테마에 해당합니다."
Chapter 03: 금융의 기능과 종류,"Theme 4: 국제 금융과 환율","2023.11.18","주어진 거래 내역을 '국제수지표'의 경상수지(상품수지, 본원소득수지, 이전소득수지, 서비스수지) 항목으로 분류하고 계산하는 문제이므로, 해당 테마에 속합니다."
